"Supplemental Table S1. Coordinates, sizes, GC levels and GC standard deviations,",,,,,,,
"of the human isochores identified in this study.",,,,,,,
,,,,,,,
,,,,,,,
"Chr","Band","Start","End","Size (Mb)","GC, %","∆ GC","SD (w=100kb)"
17,"q11.2i",25.9,26.1,0.2,48.7,-8.6,0.00
17,"q11.2l",26.1,26.5,0.4,43.1,5.6,0.80
17,"q11.2m",26.5,26.7,0.2,36.9,6.2,0.00
17,"q11.2n",26.7,27,0.3,48.4,-11.5,2.77
17,"q12a",27,27.4,0.4,44.4,4.0,1.49
17,"q12b",27.4,27.9,0.5,45.1,-0.8,3.41
17,"q12c",27.9,28.2,0.3,39.6,5.6,1.21
17,"q12d",28.2,29.8,1.6,44.2,-4.6,1.46
17,"q21.1a",29.8,30.2,0.4,48.5,-4.3,2.22
17,"q21.1b",30.2,31.5,1.3,43.4,5.0,2.03
17,"q21.1c",31.5,32.4,0.9,45.8,-2.4,7.69
17,"q21.1d",32.4,33.8,1.4,43.9,1.9,3.16
17,"q21.1e",33.8,34.2,0.4,53.1,-9.2,1.69
17,"q21.1f",34.2,34.7,0.5,48.6,4.5,2.30
17,"q21.1g",34.7,35,0.3,44.7,3.9,1.31
17,"q21.1h",35,36,1,49.2,-4.5,4.22
17,"q21.2",36,36.7,0.7,40.1,9.1,0.72
17,"q21.31a",36.7,37,0.3,47.8,-7.7,3.57
17,"q21.31b",37,37.2,0.2,52.7,-4.9,0.00
17,"q21.31c",37.2,37.5,0.3,50.5,2.2,0.40
17,"q21.31d",37.5,41.5,4,48.9,1.6,2.78
17,"q21.32",41.5,45.3,3.8,45.1,3.8,4.25
17,"q21.33a",45.3,46.4,1.1,50.8,-5.7,3.10
17,"q21.33b",46.4,47.3,0.9,41.9,8.9,1.79
17,"q22a",47.3,47.9,0.6,37.8,4.1,1.00
17,"q22b",47.9,49.7,1.8,36.1,1.7,0.83
17,"q22c",49.7,50.6,0.9,37.6,-1.5,1.33
17,"q22d",50.6,51,0.4,41.9,-4.3,0.79
17,"q22e",51,51.9,0.9,39.6,2.2,0.80
17,"q23.1",51.9,54.2,2.3,45.5,-5.8,2.89
17,"q23.2a",54.2,54.6,0.4,39.9,5.5,0.62
17,"q23.2b",54.6,55,0.4,44.0,-4.1,1.40
17,"q23.2c",55,55.2,0.2,39.2,4.8,0.00
17,"q23.2d",55.2,55.6,0.4,44.4,-5.2,3.18
17,"q23.2e",55.6,55.8,0.2,39.8,4.5,0.00
17,"q23.2f",55.8,56.2,0.2,41.9,-2.1,0.55
17,"q23.2g",56.2,56.6,0.4,37.3,4.6,1.04
17,"q23.2h",56.6,57,0.4,45.2,-7.9,5.34
17,"q23.2i",57,57.3,0.4,36.5,8.7,0.61
17,"q23.2l",57.3,57.5,0.3,39.6,-3.1,0.00
17,"q23.2m",57.5,58,0.2,42.7,-3.2,1.50
17,"q23.2n",58,58.2,0.5,47.7,-5.0,0.00
17,"q23.2o",58.2,58.4,0.2,43.1,4.6,0.00
17,"q23.2p",58.4,58.6,0.2,36.2,6.8,0.00
17,"q23.2q",58.6,58.8,0.2,37.7,-1.5,0.00
17,"q23.3a",58.8,59.5,0.7,48.3,-10.6,3.03
17,"q23.3b",59.5,61.1,1.6,44.7,3.6,2.57
17,"q24.1",61.1,61.6,0.5,37.7,7.1,0.86
17,"q24.2a",61.6,62.2,0.6,43.4,-5.7,1.07
17,"q24.2b",62.3,62.5,0.2,50.1,-6.7,0.00
17,"q24.2c",62.5,64.3,1.8,43.7,6.4,2.59
17,"q24.3a",64.3,64.6,0.3,37.2,6.5,0.00
17,"q24.3b",64.6,64.8,0.2,35.5,1.7,0.00
17,"q24.3c",64.8,65.9,1.1,38.6,-3.1,1.15
17,"q24.3d",65.9,66.4,0.5,36.7,1.9,0.15
17,"q24.3e",66.4,67.4,1,37.7,-1.0,0.92
17,"q25.1a",67.4,67.8,0.4,42.9,-5.2,2.20
17,"q25.1b",67.8,68.3,0.5,47.3,-4.3,0.43
17,"q25.1c",68.3,68.6,0.3,45.2,2.1,0.73
17,"q25.1d",68.6,69.7,1.1,49.5,-4.2,2.02
17,"q25.1e",69.7,69.9,0.2,53.5,-4.0,0.00
17,"q25.1f",69.9,70.3,0.4,49.7,3.8,2.65
17,"q25.1g",70.3,70.5,0.2,55.3,-5.6,0.00
17,"q25.1h",70.5,71,0.5,48.9,6.4,2.01
17,"q25.1i",71,71.6,0.6,53.5,-4.6,2.26
17,"q25.2a",71.6,72.8,1.2,49.8,3.7,2.23
17,"q25.2b",72.8,73,0.2,54.5,-4.7,0.00
17,"q25.2c",73,73.6,0.6,47.9,6.6,3.41
17,"q25.2d",73.6,74,0.4,54.0,-6.1,1.02
17,"q25.2e",74,74.4,0.4,48.9,5.1,2.60
17,"q25.3a",74.4,75.6,1.2,54.4,-5.5,1.82
17,"q25.3b",75.6,76.4,0.8,50.3,4.1,3.52
17,"q25.3c",76.4,78.8,2.4,55.8,-5.5,3.31
,,,,,,,
18,"p11.32a",0,0.3,0.3,41.5,"-",3.30
18,"p11.32b",0.3,0.9,0.6,42.9,-1.4,1.37
18,"p11.31a",1,1.9,0.9,36.4,6.5,0.88
18,"p11.31b",1.9,2.8,0.9,38.0,-1.6,1.08
18,"p11.31c",2.8,3.1,0.3,43.6,-5.7,1.74
18,"p11.31d",3.1,3.3,0.2,40.5,3.1,0.00
18,"p11.31e",3.3,3.8,0.5,42.5,-1.9,1.10
18,"p11.31f",3.8,5.4,1.6,38.2,4.2,1.09
18,"p11.31g",5.4,5.7,0.3,40.1,-1.8,0.73
18,"p11.31h",5.7,6.9,1.2,39.9,0.2,0.88
18,"p11.23a",6.9,7.5,0.6,43.4,-3.5,0.77
18,"p11.23b",7.5,8.3,0.8,39.8,3.7,1.09
18,"p11.23c",8.3,9.1,0.8,43.9,-4.1,0.84
18,"p11.22a",9.1,9.6,0.5,39.4,4.5,1.63
18,"p11.22b",9.6,10.7,1.1,43.4,-4.0,1.21
18,"p11.22c",10.7,11.2,0.5,40.8,2.5,1.44
18,"p11.22d",11.2,11.5,0.3,38.9,1.9,0.91
18,"p11.21a",11.5,12.2,0.7,44.5,-5.5,2.32
18,"p11.21b",12.2,12.4,0.2,46.6,-2.1,0.00
18,"p11.21c",12.4,13.2,0.8,42.5,4.1,1.62
18,"p11.21d",13.2,13.9,0.7,44.8,-2.3,2.53
18,"p11.21e",13.9,14.5,0.6,42.2,2.5,1.49
18,"p11.21f",14.5,15.4,0.9,38.3,3.9,3.65
18,"q11.2a",16.8,18.2,1.4,41.3,"-",2.54
18,"q11.2b",18.2,18.9,0.7,39.2,2.1,1.33
18,"q11.2c",18.9,19.2,0.3,46.6,-7.4,1.75
18,"q11.2d",19.2,20.8,1.6,42.1,4.5,1.23
18,"q11.2e",20.8,21.5,0.7,38.9,3.1,1.38
18,"q11.2f",21.5,21.7,0.2,39.8,-0.8,0.00
18,"q11.2g",21.7,22.2,0.5,38.7,1.1,1.92
18,"q11.2h",22.2,22.4,0.2,42.2,-3.5,0.00
18,"q11.2i",22.4,24.1,1.7,38.2,3.9,1.55
18,"q12.1a",24.1,26.8,2.7,35.2,3.1,0.98
18,"q12.1b",26.8,27.4,0.6,37.3,-2.2,1.36
18,"q12.1c",27.4,27.9,0.5,41.0,-3.6,1.54
18,"q12.1d",27.9,28.8,0.9,39.0,1.9,1.06
18,"q12.1e",28.8,30.1,1.3,35.4,3.6,0.86
18,"q12.1f",30.1,31.3,1.2,38.6,-3.2,1.63
18,"q12.2a",31.3,32.6,1.3,41.7,-3.2,1.64
18,"q12.2b",32.6,33,0.4,37.8,3.9,1.59
18,"q12.2c",33,33.4,0.4,50.0,-12.2,4.84
18,"q12.2d",33.4,33.6,0.2,43.5,6.5,0.00
18,"q12.3a",33.6,34,0.4,39.5,4.1,1.72
18,"q12.3b",34,35.1,1.1,36.7,2.7,0.99
18,"q12.3c",35.1,35.7,0.6,37.2,-0.5,0.65
18,"q12.3d",35.7,37.3,1.6,35.8,1.4,0.86
18,"q12.3e",37.3,38.6,1.3,37.7,-1.8,1.18
18,"q12.3f",38.6,40.2,1.6,36.0,1.7,0.70
18,"q12.3g",40.2,40.5,0.3,37.9,-1.9,0.60
18,"q12.3h",40.5,40.8,0.3,42.7,-4.9,0.79
18,"q12.3i",40.8,41.1,0.3,39.7,3.0,0.83
18,"q21.1a",41.1,42.1,1,43.0,-3.3,1.52
18,"q21.1b",42.1,42.4,0.3,47.9,-4.9,0.70
18,"q21.1c",42.4,43,0.6,42.4,5.4,3.18
18,"q21.1d",43,43.8,0.8,43.2,-0.7,2.81
18,"q21.1e",43.8,44.9,1.1,47.7,-4.6,3.21
18,"q21.1f",44.9,45.2,0.3,37.5,10.2,0.31
18,"q21.1g",45.2,45.6,0.4,44.1,-6.5,1.28
18,"q21.1h",45.6,46,0.4,44.6,-0.5,1.25
18,"q21.1i",46,46.7,0.7,43.2,1.3,2.09
18,"q21.2a",46.7,46.9,0.2,40.5,2.7,0.00
18,"q21.2b",46.9,47.1,0.2,42.5,-2.0,0.00
18,"q21.2c",47.1,48.6,1.5,38.7,3.8,1.38
18,"q21.2d",48.6,49.2,0.6,36.2,2.5,0.81
18,"q21.2e",49.2,50.1,0.9,37.9,-1.7,1.15
18,"q21.2f",50.1,50.3,0.2,37.5,0.4,0.00
18,"q21.2g",50.3,52.1,1.8,38.3,-0.8,0.93
18,"q21.2h",52.1,52.4,0.3,40.3,-2.0,0.85
18,"q21.2i",52.4,52.8,0.4,36.4,3.9,1.27
18,"q21.31",52.8,55.8,3,43.1,-6.6,1.23
18,"q21.32a",55.8,56,0.2,37.6,5.4,0.00
18,"q21.32b",56,56.9,0.9,35.9,1.8,0.71
18,"q21.32c",56.9,57.3,0.4,37.8,-1.9,0.76
18,"q21.32d",57.3,57.8,0.5,41.2,-3.4,0.32
18,"q21.32e",57.8,58.2,0.4,37.7,3.6,3.49
18,"q21.33a",58.2,58.5,0.3,43.3,-5.6,1.70
18,"q21.33b",58.5,58.8,0.3,39.9,3.4,0.87
18,"q21.33c",58.8,59.3,0.5,42.6,-2.7,1.52
18,"q21.33d",59.3,60.2,0.9,38.6,4.0,0.56
18,"q22.1",60.2,65.6,5.4,35.1,3.5,1.00
18,"q22.2",65.6,66.8,1.2,38.7,-3.6,1.74
18,"q22.3a",66.8,68.1,1.3,35.3,3.3,0.86
18,"q22.3b",68.1,68.9,0.8,37.3,-1.9,0.90
18,"q22.3c",68.9,69.4,0.5,35.7,1.5,0.61
18,"q22.3d",69.4,69.6,0.2,38.5,-2.7,0.00
18,"q23a",69.6,70.2,0.6,41.8,-3.3,1.64
18,"q23b",70.2,70.4,0.2,47.1,-5.3,0.00
18,"q23c",70.4,70.9,0.5,37.9,9.1,1.27
18,"q23d",70.9,71.3,0.4,45.1,-7.1,2.09
18,"q23e",71.3,71.9,0.6,40.7,4.4,0.89
18,"q23f",71.9,72.8,0.9,43.9,-3.3,2.42
18,"q23g",72.8,73,0.2,47.5,-3.6,0.00
18,"q23h",73,73.9,0.9,41.2,6.3,1.45
18,"q23i",73.9,74.2,0.3,41.9,-0.7,0.98
18,"q23l",74.2,74.5,0.3,46.2,-4.3,1.30
18,"q23m",74.5,74.7,0.2,49.8,-3.6,0.00
18,"q23n",74.7,74.9,0.2,47.3,2.5,0.00
18,"q23o",74.9,75.2,0.3,41.6,5.8,1.11
18,"q23p",75.2,75.7,0.5,53.3,-11.7,2.37
18,"q23q",75.7,76.1,0.4,47.7,5.6,3.02
,,,,,,,
19,"p13.3a",0,5.3,5.3,55.5,"-",4.20
19,"p13.3b",5.3,5.6,0.3,50.1,5.4,1.27
19,"p13.3c",5.6,5.9,0.3,54.2,-4.0,0.46
19,"p13.3d",5.9,6.3,0.4,49.6,4.6,2.18
19,"p13.3e",6.3,6.5,0.2,52.9,-3.3,0.00
19,"p13.2a",6.5,6.8,0.3,48.5,4.4,3.42
19,"p13.2b",6.8,7.1,0.3,44.3,4.2,1.04
19,"p13.2c",7.1,7.4,0.3,48.9,-4.5,1.31
19,"p13.2d",7.4,8,0.6,53.4,-4.6,3.36
19,"p13.2e",8,8.6,0.6,51.8,1.6,0.81
19,"p13.2f",8.6,9.1,0.5,46.7,5.2,0.78
19,"p13.2g",9.1,9.7,0.6,43.2,3.4,0.97
19,"p13.13a",9.7,10.2,0.5,50.3,-7.0,1.97
19,"p13.13b",10.2,10.5,0.3,53.6,-3.3,0.88
19,"p13.13c",10.5,10.7,0.2,51.7,1.8,0.00
19,"p13.13d",10.7,10.9,0.2,53.1,-1.4,0.00
19,"p13.13e",10.9,11.3,0.4,51.8,1.3,0.73
19,"p13.13f",11.3,11.6,0.3,52.0,-0.3,2.09
19,"p13.12a",11.6,12.6,1,44.2,7.8,1.07
19,"p13.12b",12.6,13.3,0.7,53.2,-9.0,1.94
19,"p13.12c",13.3,13.7,0.4,46.3,6.9,0.44
19,"p13.12d",13.7,14.6,0.9,52.6,-6.3,1.48
19,"p13.12e",14.6,15,0.4,44.2,8.5,2.10
19,"p13.12f",15,15.5,0.5,50.6,-6.4,1.46
19,"p13.12g",15.5,16,0.5,45.6,5.0,1.22
19,"p13.11a",16,17.1,1.1,50.7,-5.1,1.65
19,"p13.11b",17.1,17.5,0.4,53.3,-2.7,1.44
19,"p13.11c",17.5,18.1,0.6,52.6,0.8,1.33
19,"p13.11d",18.1,19.2,1.1,54.4,-1.8,1.61
19,"p13.11e",19.2,19.7,0.5,51.5,2.9,1.76
19,"p12a",19.7,20.2,0.5,42.3,9.3,2.01
19,"p12b",20.2,21.4,1.2,40.2,2.1,1.11
19,"p12c",21.4,21.9,0.5,42.3,-2.1,1.89
19,"p12d",21.9,22.3,0.4,39.6,2.7,1.64
19,"p12e",22.3,22.8,0.5,42.2,-2.6,1.44
19,"p12f",22.8,23,0.2,40.2,2.0,0.00
19,"p12g",23,23.6,0.6,42.0,-1.7,1.67
19,"p12h",23.6,23.9,0.3,40.8,1.2,0.30
19,"p12i",23.9,24.1,0.2,42.2,-1.4,0.00
19,"p12l",24.1,24.5,0.4,38.1,4.0,1.14
19,"q12a",32.9,33.8,0.9,42.9,"-",1.67
19,"q12.b",33.8,34,0.2,39.2,3.7,0.00
19,"q12c",34,35.8,1.8,46.8,-7.6,2.85
19,"q12d",35.8,38.1,2.3,43.8,3.0,2.06
19,"q13.11a",38.1,39,0.9,50.4,-6.5,2.73
19,"q13.11b",39,39.5,0.5,44.0,6.4,1.45
19,"q13.11c",39.5,39.7,0.2,48.3,-4.3,0.00
19,"q13.11d",39.7,40.1,0.4,42.6,5.7,0.37
19,"q13.11e",40.1,40.9,0.8,50.2,-7.7,2.13
19,"q13.11f",40.9,41.1,0.2,54.3,-4.1,0.00
19,"q13.11g",41.1,41.5,0.4,51.7,2.6,2.10
19,"q13.12",41.5,43.1,1.6,42.4,9.4,2.58
19,"q13.13a",43.1,43.3,0.2,48.7,-6.3,0.00
19,"q13.13b",43.3,43.7,0.4,52.8,-4.2,0.49
19,"q13.13c",43.7,43.9,0.2,51.4,1.5,0.00
19,"q13.13d",43.9,44.1,0.2,52.6,-1.2,0.00
19,"q13.13e",44.1,44.5,0.4,50.1,2.5,2.37
19,"q13.13f",44.5,44.7,0.2,52.4,-2.4,0.00
19,"q13.13g",44.7,45,0.3,42.3,10.2,0.62
19,"q13.13h",45,46.1,1.1,49.3,-7.0,4.41
19,"q13.13i",46.1,46.3,0.2,45.0,4.3,0.00
19,"q13.13l",46.3,46.7,0.4,49.9,-4.9,1.69
19,"q13.13m",46.7,46.9,0.2,44.8,5.1,0.00
19,"q13.13n",46.9,47.4,0.5,51.4,-6.7,3.71
19,"q13.13o",47.4,47.7,0.3,52.4,-1.0,5.02
19,"q13.13p",47.7,48.5,0.8,43.2,9.3,1.21
19,"q13.13q",48.5,49,0.5,49.5,-6.3,1.40
19,"q13.2",49.1,49.6,0.5,40.0,9.5,0.78
19,"q13.31a",49.6,49.8,0.2,44.3,-4.3,0.00
19,"q13.31b",49.8,51.2,1.4,52.4,-8.2,1.59
19,"q13.32a",51.2,51.4,0.2,44.3,8.1,0.00
19,"q13.32b",51.4,51.8,0.4,48.5,-4.2,1.68
19,"q13.32c",51.8,52,0.2,53.0,-4.5,0.00
19,"q13.32d",52,53.3,1.3,49.7,3.4,3.09
19,"q13.33a",53.3,55.2,1.9,52.3,-2.7,2.90
19,"q13.33b",55.2,55.5,0.3,49.0,3.4,1.70
19,"q13.33c",55.5,55.9,0.4,53.8,-4.9,1.17
19,"q13.33d",55.9,56.7,0.8,49.4,4.4,2.22
19,"q13.41",56.7,58.8,2.1,44.3,5.1,1.40
19,"q13.42",58.8,60.9,2.1,50.8,-6.5,3.73
19,"q13.43a",60.9,63.2,2.3,44.7,6.2,2.45
19,"q13.43b",63.2,63.9,0.7,44.4,0.3,16.02
,,,,,,,
20,"p13a",0,0.2,0.2,39.4,"-",0.00
20,"p13b",0.2,1,0.8,47.9,-8.6,2.27
20,"p13c",1,1.7,0.7,43.6,4.4,2.02
20,"p13d",1.7,1.9,0.2,48.6,-5.0,0.00
20,"p13e",1.9,2.6,0.7,44.5,4.1,0.79
20,"p13f",2.6,3,0.4,46.4,-1.9,3.78
20,"p13g",3,3.2,0.2,51.0,-4.6,0.00
20,"p13h",3.2,3.8,0.6,46.2,4.8,5.86
20,"p13i",3.8,4,0.2,43.9,2.3,0.00
20,"p13l",4,4.2,0.2,48.1,-4.2,0.00
20,"p13m",4.2,6.1,1.9,43.3,4.8,1.70
20,"p12.3a",6.1,7.2,1.1,38.4,4.9,1.35
20,"p12.3b",7.2,7.7,0.5,36.5,1.9,0.45
20,"p12.3c",7.7,9,1.3,38.3,-1.8,1.01
20,"p12.2a",9,10.5,1.5,39.4,-1.2,1.23
20,"p12.2b",10.5,10.7,0.2,42.1,-2.6,0.00
20,"p12.2c",10.7,13.1,2.4,38.8,3.3,1.06
20,"p12.2d",13.1,13.3,0.2,41.5,-2.7,0.00
20,"p12.2e",13.3,13.9,0.6,39.2,2.3,1.57
20,"p12.1a",13.9,14.2,0.3,37.4,1.7,0.93
20,"p12.1b",14.2,14.6,0.4,36.6,0.8,0.32
20,"p12.1c",14.6,16.2,1.6,38.9,-2.2,1.65
20,"p12.1d",16.2,16.4,0.2,40.2,-1.3,0.00
20,"p12.1e",16.4,16.6,0.2,42.1,-1.9,0.00
20,"p12.1f",16.6,17.3,0.7,39.8,2.3,0.91
20,"p11.23a",17.3,17.5,0.2,43.8,-4.1,0.00
20,"p11.23b",17.5,18,0.5,47.1,-3.2,0.98
20,"p11.23c",18,20.4,2.4,42.7,4.3,1.59
20,"p11.23d",20.4,20.6,0.2,39.0,3.8,0.00
20,"p11.23e",20.6,21.2,0.6,42.6,-3.6,1.24
20,"p11.23f",21.2,21.4,0.2,39.3,3.3,0.00
20,"p11.23g",21.4,21.8,0.4,42.9,-3.6,1.69
20,"p11.22",21.8,22.4,0.6,39.5,3.3,1.18
20,"p11.21a",22.4,24.5,2.1,44.0,-4.5,1.93
20,"p11.21b",24.5,25.5,1,47.6,-3.6,1.59
20,"p11.21c",25.5,26.3,0.8,41.0,6.6,4.11
20,"q11.21a",29.6,30.3,0.7,48.2,"-",1.60
20,"q11.21b",30.3,30.5,0.2,43.8,4.4,0.00
20,"q11.21c",30.5,30.7,0.2,54.2,-10.3,0.00
20,"q11.21d",30.7,31.5,0.8,48.4,5.8,1.27
20,"q11.22a",31.5,31.7,0.2,43.8,4.6,0.00
20,"q11.22b",31.7,32,0.3,49.5,-5.7,3.12
20,"q11.22c",32,32.9,0.9,44.3,5.2,1.93
20,"q11.22d",32.9,33.1,0.2,48.0,-3.7,0.00
20,"q11.22e",33.1,33.5,0.4,45.0,3.0,2.92
20,"q11.22f",33.5,33.7,0.2,48.5,-3.5,0.00
20,"q11.22g",33.7,34.1,0.4,44.2,4.2,1.24
20,"q11.23a",34.1,35,0.9,49.0,-4.8,1.83
20,"q11.23b",35,35.3,0.3,44.6,4.4,0.89
20,"q11.23c",35.3,35.7,0.4,49.2,-4.6,3.19
20,"q11.23d",35.7,36.2,0.5,44.8,4.5,3.90
20,"q11.23e",36.2,36.5,0.3,48.3,-3.5,1.42
20,"q11.23f",36.5,37.2,0.7,45.7,2.6,2.93
20,"q11.23g",37.2,37.4,0.2,43.5,2.2,0.00
20,"q12a",37.4,38.3,0.9,39.4,4.1,0.61
20,"q12b",38.3,41.5,3.2,43.1,-3.7,2.25
20,"q13.11a",41.5,41.8,0.3,47.3,-4.2,1.34
20,"q13.11b",41.8,42,0.2,44.9,2.5,0.00
20,"q13.11c",42,42.5,0.5,47.3,-2.4,0.87
20,"q13.12a",42.5,42.7,0.2,45.4,1.9,0.00
20,"q13.12b",42.7,42.9,0.2,48.6,-3.2,0.00
20,"q13.12c",42.9,43.6,0.7,43.3,5.3,2.41
20,"q13.13a",43.6,43.8,0.2,40.7,2.6,0.00
20,"q13.13b",43.8,44.5,0.7,49.1,-8.4,2.39
20,"q13.13c",44.5,45.2,0.7,44.4,4.7,1.74
20,"q13.13d",45.2,47,1.8,47.4,-3.0,2.53
20,"q13.13e",47,47.3,0.3,43.8,3.6,1.84
20,"q13.13f",47.3,47.7,0.4,47.2,-3.4,0.61
20,"q13.13g",47.7,47.9,0.2,44.3,2.9,0.00
20,"q13.13h",47.9,49.1,1.2,48.8,-4.5,2.26
20,"q13.13i",49.1,49.3,0.2,45.0,3.8,0.00
20,"q13.13l",49.3,49.9,0.6,47.4,-2.4,0.94
20,"q13.13m",49.9,50.4,0.5,43.3,4.0,1.34
20,"q13.2a",50.4,51,0.6,40.0,3.3,0.32
20,"q13.2b",51,52.3,1.3,42.6,-2.6,1.42
20,"q13.2c",52.3,54.1,1.8,38.4,4.2,1.09
20,"q13.2d",54.1,54.5,0.4,43.1,-4.7,0.96
20,"q13.31",54.5,56.2,1.7,48.4,-5.3,1.98
20,"q13.32a",56.2,56.5,0.3,44.0,4.4,0.91
20,"q13.32b",56.5,56.9,0.4,48.5,-4.5,0.92
20,"q13.32c",56.9,57.3,0.4,44.2,4.3,0.87
20,"q13.32d",57.3,57.8,0.5,47.6,-3.3,1.35
20,"q13.32e",57.8,58,0.2,39.5,8.1,0.00
20,"q13.32f",58,59,1,43.2,-3.7,1.39
20,"q13.33a",59,59.6,0.6,48.3,-5.1,1.73
20,"q13.33b",59.6,62.5,2.9,55.0,-6.8,6.38
,,,,,,,
21,"q11.2a",13.4,13.9,0.5,37.3,"-",1.12
21,"q11.2b",13.9,14.4,0.5,42.8,-5.5,2.90
21,"q11.2c",14.4,15.1,0.7,36.4,6.3,0.40
21,"q11.2d",15.1,15.9,0.8,37.8,-1.4,0.69
21,"q21.1a",15.9,17.4,1.5,35.8,2.1,0.87
21,"q21.1b",17.4,18.4,1,39.3,-3.5,1.43
21,"q21.1c",18.4,25.6,7.2,35.1,4.2,0.96
21,"q21.2",25.6,27.4,1.8,38.7,-3.5,1.26
21,"q21.3a",27.4,28.7,1.3,36.2,2.5,0.41
21,"q21.3b",28.7,30.2,1.5,39.0,-2.9,1.14
21,"q21.3c",30.2,31.3,1.1,37.0,2.0,1.20
21,"q22.11a",31.3,32.9,1.6,44.0,-7.1,1.84
21,"q22.11b",32.9,33.1,0.2,39.6,4.4,0.00
21,"q22.11c",33.1,33.9,0.8,44.1,-4.5,2.30
21,"q22.12a",33.9,35.4,1.5,43.4,0.7,1.88
21,"q22.12b",35.4,36,0.6,40.5,2.9,0.24
21,"q22.13a",36,36.4,0.4,42.7,-2.3,1.46
21,"q22.13b",36.4,37.1,0.7,46.5,-3.8,1.38
21,"q22.13c",37.1,37.5,0.4,42.5,4.0,2.74
21,"q22.2a",37.5,39.2,1.7,42.3,0.2,1.98
21,"q22.2b",39.2,39.4,0.2,46.8,-4.5,0.00
21,"q22.2c",39.4,40.6,1.2,42.6,4.2,1.97
21,"q22.2d",40.6,41.1,0.5,39.9,2.7,1.26
21,"q22.2e",41.1,41.4,0.3,41.9,-2.0,0.84
21,"q22.3a",41.4,43.5,2.1,49.0,-7.1,1.94
21,"q22.3b",43.5,43.7,0.2,56.5,-7.5,0.00
21,"q22.3c",43.7,44.1,0.4,50.0,6.5,5.02
21,"q22.3d",44.1,44.4,0.3,50.7,-0.7,1.47
21,"q22.3e",44.4,44.8,0.4,55.4,-4.7,2.64
21,"q22.3f",44.8,45.1,0.3,49.6,5.8,1.07
21,"q22.3g",45.1,45.3,0.2,55.8,-6.2,0.00
21,"q22.3h",45.3,45.5,0.2,46.0,9.8,0.00
21,"q22.3i",45.5,45.8,0.3,57.0,-10.9,2.29
21,"q22.3l",45.8,46.1,0.3,46.3,10.7,4.76
21,"q22.3m",46.1,46.4,0.3,54.5,-8.2,0.70
21,"q22.3n",46.4,46.7,0.3,51.1,3.3,0.39
21,"q22.3o",46.7,46.9,0.2,44.3,6.8,0.00
,,,,,,,
22,"q11.21a",15.3,15.9,0.6,41.3,"-",2.86
22,"q11.21b",15.9,16.2,0.3,48.3,-7.1,1.24
22,"q11.21c",16.2,16.7,0.5,46.4,1.9,4.48
22,"q11.21d",16.7,18,1.3,48.0,-1.6,2.87
22,"q11.21e",18,18.9,0.9,54.8,-6.8,2.70
22,"q11.21f",18.9,20.7,1.8,49.4,5.4,2.93
22,"q11.22",20.7,21.3,0.6,44.3,5.1,1.41
22,"q11.23",21.3,24.2,2.9,49.0,-4.7,3.07
22,"q12.1a",24.2,26.1,1.9,45.0,4.0,1.86
22,"q12.1b",26.1,26.9,0.8,46.5,-1.6,4.21
22,"q12.1c",26.9,27.4,0.5,38.3,8.2,0.59
22,"q12.2a",27.4,27.7,0.3,45.1,-6.8,0.34
22,"q12.2b",27.7,29.9,2.2,48.0,-2.9,4.04
22,"q12.2c",29.9,30.1,0.2,47.4,0.5,0.00
22,"q12.3a",30.1,32.9,2.8,44.6,2.8,2.01
22,"q12.3b",32.9,33.3,0.4,40.1,4.5,0.61
22,"q12.3c",33.3,34,0.7,43.6,-3.5,1.98
22,"q12.3d",34,34.5,0.5,48.5,-4.9,3.79
22,"q12.3e",34.5,34.7,0.2,39.3,9.2,0.00
22,"q13.1a",34.7,35.7,1,48.4,-9.2,2.48
22,"q13.1b",35.7,37,1.3,53.5,-5.1,1.36
22,"q13.1c",37,37.4,0.4,47.7,5.9,3.99
22,"q13.1d",37.4,37.6,0.2,52.2,-4.5,0.00
22,"q13.1e",37.6,37.9,0.3,49.7,2.5,2.52
22,"q13.1f",37.9,38.4,0.5,53.7,-4.0,1.01
22,"q13.2a",38.4,38.8,0.4,44.4,9.4,4.22
22,"q13.2b",38.8,39.9,1.1,44.0,0.4,2.35
22,"q13.31a",39.9,41,1.1,49.7,-5.7,3.17
22,"q13.31b",41,41.5,0.5,53.0,-3.3,1.84
22,"q13.31c",41.5,41.8,0.3,49.0,4.0,1.52
22,"q13.31d",41.8,42,0.2,55.1,-6.1,0.00
22,"q13.31e",42,42.3,0.3,51.0,4.1,1.17
22,"q13.31f",42.3,42.5,0.2,42.1,8.9,0.00
22,"q13.31g",42.5,43.3,0.8,50.3,-8.2,1.91
22,"q13.31h",43.3,44.4,1.1,50.3,0.1,3.20
22,"q13.31i",44.4,44.6,0.2,42.1,8.1,0.00
22,"q13.31l",44.6,45.4,0.8,54.4,-12.3,3.21
22,"q13.31m",45.4,46.2,0.8,49.2,5.3,2.26
22,"q13.32",46.2,46.8,0.6,44.7,4.5,1.47
22,"q13.33a",46.8,47.2,0.4,48.3,-3.7,1.27
22,"q13.33b",47.2,47.4,0.2,57.3,-9.0,0.00
22,"q13.33c",47.4,48.3,0.9,50.0,7.3,1.08
22,"q13.33d",48.3,49.6,1.3,52.1,-2.1,9.17
,,,,,,,
"X","p22.33a",0,0.4,0.4,54.9,"-",3.59
